Analysis,Model,Train_R2,CV_Mean_R2,CV_Std_R2,Test_R2,RMSE,MAE
2023_Level_3_4_Combined,Linear Regression,0.7074467130511274,0.6662742164895471,0.046793037352854006,0.7357130656538521,2.229869426250358,1.5858568094023175
2023_Level_3_4_Combined,Random Forest,0.9046309137455885,0.7188344463752225,0.03014169918278119,0.7788550094681547,2.039765017780278,1.5009817074680931
2023_Level_3_4_Combined,XGBoost,0.8694715680646049,0.7229830983437612,0.02970949803695464,0.7732762325040482,2.0653331278215274,1.5157958126609632
