Analysis,Model,Train_R2,CV_Mean_R2,CV_Std_R2,Test_R2,RMSE,MAE
2023_Level_1_2_Combined,Linear Regression,0.8331058406932852,0.6103903700515037,0.4038073839343258,0.7975994224935312,1.4973628551986908,1.1729569944209572
2023_Level_1_2_Combined,Random Forest,0.9504204069098565,0.8175229076432299,0.04158718641710507,0.8198664137086707,1.412597813034482,1.06710148993364
2023_Level_1_2_Combined,XGBoost,0.9756694310758217,0.8075549008365656,0.04649030650531067,0.8325237449130262,1.3620649028904404,1.0235362192197102
