Analysis,Model,Train_R2,CV_Mean_R2,CV_Std_R2,Test_R2,RMSE,MAE
2023_Level_5_6_Combined,Linear Regression,0.7906334198090382,0.7309867278451211,0.04794386096521242,0.6126025876658934,2.6956056605540195,1.7207246079936585
2023_Level_5_6_Combined,Random Forest,0.9347825019734887,0.7457685904740788,0.028542426180937025,0.7052016476728372,2.3514758772797912,1.6186019759357764
2023_Level_5_6_Combined,XGBoost,0.9313787561023209,0.7688639023967848,0.03494446179357961,0.7288632903372312,2.2551330129723204,1.5550310737952335
