Analysis,Feature,N_used,Estimated_breakpoint,Bootstrap_CI_2.5%,Bootstrap_CI_97.5%,Bootstrap_success_n,F_value,P_value,R2_linear,R2_piecewise,Delta_R2,Slope_left,Slope_right,Slope_change,Status,Threshold_support
2023_Level_5_6_Combined,BP,91,0.667392937,0.4045598304,0.746129974,200,16.679571054588234,9.728745954267566e-05,0.9367558467288573,0.9468331267334075,0.010077280004550215,1.8172613147323904,2.761531243604475,0.9442699288720846,Statistically supported,Supported by segmented regression and bootstrap CI
2023_Level_5_6_Combined,FVC,91,0.588073313,0.5708807069,0.6374644918250001,200,332.5263583074977,1.2260729900420055e-31,0.01386312488336816,0.7936394632680593,0.7797763383846912,3.067911610473422,-4.517519399070311,-7.585431009543733,Statistically supported,Supported by segmented regression and bootstrap CI
2023_Level_5_6_Combined,WP,91,0.040651681,0.012278375,0.07073595090000004,200,49.784839239563226,3.747455656173041e-10,0.8082234507358076,0.8775167396617095,0.06929328892590192,6.9926168187061695,-7.838548249352931,-14.8311650680591,Statistically supported,Supported by segmented regression and bootstrap CI
2023_Level_5_6_Combined,GDP,91,37.1531105,31.31884003,42.014371589000014,200,87.41752280211732,7.816225708532635e-15,0.29741544771542383,0.6475412512193084,0.35012580350388456,-0.006991357467522821,0.0007931050684228287,0.00778446253594565,Statistically supported,Supported by segmented regression and bootstrap CI
2023_Level_5_6_Combined,POP,91,604.0,499.875,737.0750000000003,200,257.1592973293183,7.500903714358221e-28,0.0385031360316378,0.7548618139974732,0.7163586779658354,0.006982815884169967,-1.662793156192218e-05,-0.006999443815731889,Statistically supported,Supported by segmented regression and bootstrap CI
